#Number,Rarity Rank,Rarity Percent
984,885,0.00000247494521681150%
216,886,0.00000247852323856801%
3377,887,0.00000248381757602457%
2769,888,0.00000248413582211223%
3076,889,0.00000249013002622372%
3223,890,0.00000249037693685168%
168,891,0.00000249161112900493%
3729,892,0.00000249166041861881%
1821,893,0.00000249219460940726%
690,894,0.00000249595109368947%
1233,895,0.00000249769357133768%
3309,896,0.00000249808567758062%
102,897,0.00000249908797209334%
4665,898,0.00000250063910861510%
4348,899,0.00000250198677202056%
3747,900,0.00000250236896617277%
1018,901,0.00000250287953131338%
1256,902,0.00000250363318632313%
4838,903,0.00000250442124235052%
1633,904,0.00000250527567732574%
4077,905,0.00000250787622907046%
3220,906,0.00000250975603023360%
3206,907,0.00000251638531815108%
2206,908,0.00000251899668116362%
357,909,0.00000251926443009679%
1662,910,0.00000252022189141738%
4174,911,0.00000252694487883639%
1644,912,0.00000252753338468677%
2734,913,0.00000253813641940498%
3574,914,0.00000253908444898020%
4664,915,0.00000254112739069851%
4845,916,0.00000255852991103988%
2475,917,0.00000255989772735642%
2148,918,0.00000256381274251293%
425,919,0.00000256544775025238%
4225,920,0.00000256768899678814%
2846,921,0.00000256835668211323%
40,922,0.00000257073724635350%
1385,923,0.00000257662603430203%
4122,924,0.00000257675913851105%
2489,925,0.00000257754513830216%
613,926,0.00000258408553990839%
1576,927,0.00000258510343954699%
1779,928,0.00000259541025286649%
614,929,0.00000259737852754505%
1441,930,0.00000259932173473101%
497,931,0.00000260339079816329%
2159,932,0.00000260668731802062%
1773,933,0.00000261227386255944%
4649,934,0.00000261278159226063%
2344,935,0.00000261538460778623%
33,936,0.00000261541580690608%
3975,937,0.00000261829908333475%
3733,938,0.00000261954223938456%
2916,939,0.00000262624003688177%
1187,940,0.00000262895192689932%
1465,941,0.00000263127796326527%
1168,942,0.00000263778527033474%
3370,943,0.00000263817038894522%
3514,944,0.00000263956198621397%
185,945,0.00000263992302801066%
3360,946,0.00000264028456854105%
12,947,0.00000264228559387788%
4205,948,0.00000264725809976757%
2381,949,0.00000264948092345369%
4743,950,0.00000265025868792567%
3315,951,0.00000265149075982991%
2017,952,0.00000265161410391723%
214,953,0.00000265313747082058%
4361,954,0.00000265668153947228%
22,955,0.00000266227948440089%
1204,956,0.00000266306285055485%
3425,957,0.00000266926576985943%
3500,958,0.00000267331027302607%
1910,959,0.00000267334578623135%
16,960,0.00000267406980202601%
4161,961,0.00000267427474564483%
1739,962,0.00000267596366754886%
1070,963,0.00000267927988745233%
1420,964,0.00000267997758636224%
1794,965,0.00000268418771712093%
2579,966,0.00000268925669269212%
590,967,0.00000268971783184057%
4445,968,0.00000269295358520724%
3616,969,0.00000269397569442270%
2285,970,0.00000269454722822319%
824,971,0.00000269547180574699%
1051,972,0.00000270102031134178%
4360,973,0.00000270344335834226%
117,974,0.00000270351940419186%
1709,975,0.00000270376238521819%
21,976,0.00000270475834892503%
589,977,0.00000270606503186460%
4064,978,0.00000270678723094405%
929,979,0.00000271340526078340%
572,980,0.00000271531411576466%
127,981,0.00000271564321080279%
2614,982,0.00000271758210136096%
139,983,0.00000271859605610213%
3830,984,0.00000271982143139396%
1142,985,0.00000272069311189840%
2998,986,0.00000272133015326620%
1755,987,0.00000272877676341695%
886,988,0.00000272913974461162%
0,989,0.00000273126778601125%
4589,990,0.00000273295529312477%
3040,991,0.00000273399364635430%
2145,992,0.00000273585033173038%
4415,993,0.00000273982810969032%
3612,994,0.00000274269565178412%
4733,995,0.00000274293120900994%
3381,996,0.00000274378989000186%
4363,997,0.00000275138525858355%
1811,998,0.00000275287091504069%
1032,999,0.00000275733253624038%
2904,1000,0.00000275752043336785%
4315,1001,0.00000275918394768878%
4858,1002,0.00000276193733125455%
3560,1003,0.00000276332448806945%
4878,1004,0.00000276405047982566%
266,1005,0.00000276444558022638%
892,1006,0.00000276527244151038%
797,1007,0.00000276903213241933%
4271,1008,0.00000276965848327484%
3915,1009,0.00000277483447341898%
2797,1010,0.00000278417671593810%
2878,1011,0.00000278770410245362%
3053,1012,0.00000279004885931971%
3438,1013,0.00000279386646505869%
3419,1014,0.00000279637004501601%
2518,1015,0.00000279815449870493%
2269,1016,0.00000280077504999107%
834,1017,0.00000280388969494616%
1804,1018,0.00000280535948019241%
1571,1019,0.00000280732006305089%
2193,1020,0.00000280758980852478%
2850,1021,0.00000280829072503394%
2821,1022,0.00000281441668418892%
1131,1023,0.00000281652051568484%
304,1024,0.00000281841009476360%
1125,1025,0.00000281851951071911%
415,1026,0.00000282003397085272%
2863,1027,0.00000282020629274805%
4189,1028,0.00000282107477097958%
3323,1029,0.00000282530195295819%
4169,1030,0.00000282899876079622%
4303,1031,0.00000283095032350584%
1588,1032,0.00000283372599097149%
3261,1033,0.00000283482680291153%
537,1034,0.00000283497838879523%
4703,1035,0.00000283535963526660%
3774,1036,0.00000283564832413718%
960,1037,0.00000283907521140883%
1501,1038,0.00000283984978039734%
3665,1039,0.00000284284025809145%
3494,1040,0.00000284633957714429%
3009,1041,0.00000284690281795857%
4176,1042,0.00000285154957227390%
2319,1043,0.00000286449472391651%
1473,1044,0.00000286865264382316%
2764,1045,0.00000287178993769502%
3332,1046,0.00000287426628161276%
3554,1047,0.00000287762819182891%
4483,1048,0.00000287855838446963%
772,1049,0.00000288172992516515%
2936,1050,0.00000288501875938160%
4924,1051,0.00000288694214949291%
2538,1052,0.00000288928579481554%
1566,1053,0.00000289151898926672%
2567,1054,0.00000289493819314499%
1463,1055,0.00000289791828287958%
4511,1056,0.00000289799502895747%
879,1057,0.00000290998093732959%
2864,1058,0.00000291332506015492%
2409,1059,0.00000291380009704370%
3471,1060,0.00000291428196016527%
2383,1061,0.00000291569550134097%
340,1062,0.00000292097966787135%
2866,1063,0.00000292299974509086%
4674,1064,0.00000292375269239401%
3607,1065,0.00000292386728057055%
2775,1066,0.00000292507424698764%
3580,1067,0.00000292551462309811%
4603,1068,0.00000292749494333620%
2365,1069,0.00000293142603809706%
2309,1070,0.00000293405295559173%
962,1071,0.00000293515700823842%
4627,1072,0.00000293530209286330%
3423,1073,0.00000293883761405403%
2807,1074,0.00000294040868110955%
1467,1075,0.00000294061636597216%
2649,1076,0.00000294124943269112%
2166,1077,0.00000294223210968389%
3225,1078,0.00000294322492030807%
639,1079,0.00000294325342215882%
3599,1080,0.00000294912943539767%
4487,1081,0.00000295053593952735%
4708,1082,0.00000295067515216373%
1123,1083,0.00000295247014082690%
3283,1084,0.00000295598459301816%
954,1085,0.00000295765399273634%
3288,1086,0.00000296584888466308%
3143,1087,0.00000297564090754406%
2376,1088,0.00000297566448780424%
726,1089,0.00000298215774361931%
4888,1090,0.00000298296655632272%
1546,1091,0.00000298378413870474%
4286,1092,0.00000298429784466611%
1087,1093,0.00000298623911203888%
3965,1094,0.00000298725752073651%
4819,1095,0.00000299578636500943%
1459,1096,0.00000299783726671593%
4118,1097,0.00000299842673357036%
4956,1098,0.00000300045094126708%
611,1099,0.00000300792072069312%
3280,1100,0.00000300800968735268%
1354,1101,0.00000300906727943530%
98,1102,0.00000300968971192302%
1410,1103,0.00000301207442061328%
4773,1104,0.00000301224464199670%
3874,1105,0.00000301265487338368%
3518,1106,0.00000301492160376331%
191,1107,0.00000301658951378372%
3782,1108,0.00000301827110040370%
620,1109,0.00000301972333553354%
3923,1110,0.00000302368904222941%
3277,1111,0.00000302406107086915%
2714,1112,0.00000302624840052012%
1759,1113,0.00000302930085394533%
3805,1114,0.00000303033835830936%
4059,1115,0.00000303430517478040%
1263,1116,0.00000303620533416451%
4781,1117,0.00000303747812356837%
3478,1118,0.00000303898402604698%
2924,1119,0.00000303909110435625%
4350,1120,0.00000304217898871349%
1208,1121,0.00000304417268278515%
4587,1122,0.00000304923267393070%
3399,1123,0.00000304970159360710%
4095,1124,0.00000305143512195422%
595,1125,0.00000305206625637007%
276,1126,0.00000305344280414708%
4383,1127,0.00000305395315456241%
1454,1128,0.00000305779597996592%
1843,1129,0.00000305803208097572%
2974,1130,0.00000306234719732892%
651,1131,0.00000306392042017370%
4846,1132,0.00000306545282977698%
1992,1133,0.00000306570983965348%
581,1134,0.00000307445412725407%
1661,1135,0.00000307711500934816%
1514,1136,0.00000308417827073328%
1985,1137,0.00000308729110966931%
3303,1138,0.00000309320749367516%
4458,1139,0.00000309490484518397%
2155,1140,0.00000309830281911268%
1444,1141,0.00000309889821441678%
4175,1142,0.00000310019044149859%
1206,1143,0.00000310142572485443%
3228,1144,0.00000310276799316608%
4691,1145,0.00000310569316999158%
2366,1146,0.00000310714389350986%
755,1147,0.00000311141026111904%
2199,1148,0.00000311229458099743%
2588,1149,0.00000311510845049603%
3259,1150,0.00000311754679888064%
593,1151,0.00000311847301999962%
976,1152,0.00000311914818387090%
289,1153,0.00000311983626491655%
2127,1154,0.00000312256486309899%
3866,1155,0.00000312462518913861%
3439,1156,0.00000312616072455645%
336,1157,0.00000312812291698868%
2002,1158,0.00000312994615821509%
4385,1159,0.00000313156862676806%
228,1160,0.00000313268847122017%
3144,1161,0.00000313344205403958%
2032,1162,0.00000313636294541283%
1247,1163,0.00000313717408075754%
4881,1164,0.00000313745349607981%
3167,1165,0.00000313856016251941%
2498,1166,0.00000314075503712871%
2681,1167,0.00000314233004361236%
3429,1168,0.00000314509558087423%
4834,1169,0.00000314768691022260%
3721,1170,0.00000314824113309682%
4790,1171,0.00000315292067081409%
1502,1172,0.00000316046336672652%
1270,1173,0.00000316255020509622%
346,1174,0.00000316908609379771%
1838,1175,0.00000316937504649428%
2173,1176,0.00000316972113188852%
4978,1177,0.00000317109782452053%
675,1178,0.00000317141631819138%
1478,1179,0.00000317823117477231%
4565,1180,0.00000317861832463226%
628,1181,0.00000317883500656680%
867,1182,0.00000318098910034541%
1116,1183,0.00000318538433774156%
1911,1184,0.00000318708930813752%
3884,1185,0.00000318972073454256%
2849,1186,0.00000319077660137861%
2097,1187,0.00000319331136586151%
2358,1188,0.00000319698817306327%
598,1189,0.00000320395030373703%
3701,1190,0.00000320505028700814%
1776,1191,0.00000320631970100670%
4661,1192,0.00000321281856606584%
1728,1193,0.00000321332013229509%
2451,1194,0.00000321390232223455%
3670,1195,0.00000322123516446433%
4585,1196,0.00000322196115442738%
4742,1197,0.00000322490369576740%
3448,1198,0.00000322517820917806%
2448,1199,0.00000322520289246191%
3434,1200,0.00000322654607104475%
3473,1201,0.00000323157068572375%
4321,1202,0.00000323264628961559%
4902,1203,0.00000323313112561908%
2168,1204,0.00000324138960550765%
2461,1205,0.00000324419902136894%
2872,1206,0.00000324587954786559%
3768,1207,0.00000324590682532711%
4307,1208,0.00000324810968832159%
2939,1209,0.00000324851870458383%
1919,1210,0.00000324877869103896%
375,1211,0.00000325446983386832%
2698,1212,0.00000325505390923962%
570,1213,0.00000325967832760557%
2702,1214,0.00000326069367576963%
1338,1215,0.00000326237214734805%
3911,1216,0.00000326313020478241%
4131,1217,0.00000326396413206232%
498,1218,0.00000326866375479074%
1358,1219,0.00000327355327013385%
201,1220,0.00000327490161594375%
1666,1221,0.00000327624321386235%
4390,1222,0.00000328075337653929%
907,1223,0.00000328396601113134%
4654,1224,0.00000328642867718897%
3444,1225,0.00000328688663841860%
2690,1226,0.00000328701519034316%
3130,1227,0.00000329016281841367%
1598,1228,0.00000330117834734605%
1022,1229,0.00000330312076564447%
1067,1230,0.00000330390364778840%
888,1231,0.00000330562756844557%
2290,1232,0.00000330721676568951%
4373,1233,0.00000330929597703210%
858,1234,0.00000331645087434867%
1703,1235,0.00000331698576954956%
1144,1236,0.00000332361662633436%
4486,1237,0.00000332492817799009%
4970,1238,0.00000332630189392948%
1407,1239,0.00000332654291890035%
4535,1240,0.00000332747421334865%
1653,1241,0.00000332792420059910%
966,1242,0.00000333027586884548%
3391,1243,0.00000333202106668553%
1244,1244,0.00000333375282485447%
2799,1245,0.00000333387996322705%
536,1246,0.00000333631294009315%
4182,1247,0.00000335054951329162%
4138,1248,0.00000335598892582073%
518,1249,0.00000335611411827359%
479,1250,0.00000335803324947296%
3007,1251,0.00000336280157764128%
391,1252,0.00000336479555849145%
2182,1253,0.00000336712760979447%
626,1254,0.00000337377670085927%
2590,1255,0.00000338529772309078%
2838,1256,0.00000338696836839571%
3503,1257,0.00000338696836839571%
2152,1258,0.00000338992590967722%
1021,1259,0.00000339076151556646%
2241,1260,0.00000339872133313933%
3461,1261,0.00000339881156711342%
1641,1262,0.00000339923248623600%
2877,1263,0.00000340229664769649%
660,1264,0.00000340250198078355%
3912,1265,0.00000341263356589071%
2464,1266,0.00000341566406822281%
194,1267,0.00000342054937742250%
4206,1268,0.00000342058904056463%
4362,1269,0.00000342120476357181%
995,1270,0.00000342748240328748%
1377,1271,0.00000342784660340363%
4482,1272,0.00000343042507208761%
2510,1273,0.00000343083845545164%
2972,1274,0.00000343089844612972%
1725,1275,0.00000343532694214387%
3375,1276,0.00000343701239546297%
2948,1277,0.00000343720149888672%
4237,1278,0.00000343779021491532%
2782,1279,0.00000343831009761034%
4965,1280,0.00000343916749214567%
891,1281,0.00000344492826196535%
3811,1282,0.00000344715380958865%
4112,1283,0.00000344721380020434%
3247,1284,0.00000344851582716768%
1595,1285,0.00000345034962605020%
4737,1286,0.00000345564611544471%
3173,1287,0.00000345675552095735%
4067,1288,0.00000345677744347964%
1701,1289,0.00000345816897750698%
727,1290,0.00000346029614649478%
1313,1291,0.00000346103084996236%
827,1292,0.00000346207116629596%
1952,1293,0.00000346320041953506%
179,1294,0.00000346410969638538%
1687,1295,0.00000346698395005388%
3558,1296,0.00000346723664148119%
1622,1297,0.00000346788799254547%
23,1298,0.00000347167566910681%
4087,1299,0.00000347501160430919%
1210,1300,0.00000347864102690487%
2989,1301,0.00000348132406748640%
53,1302,0.00000348155826702301%
2820,1303,0.00000348275070304579%
371,1304,0.00000348590179566041%
4287,1305,0.00000348771072588412%
4702,1306,0.00000348963531982655%
2853,1307,0.00000349209997294961%
1304,1308,0.00000349281831193455%
528,1309,0.00000349316023100123%
3731,1310,0.00000349510628569111%
3814,1311,0.00000349607565285606%
1331,1312,0.00000349859505794795%
1245,1313,0.00000349904792735198%
4222,1314,0.00000350124179337556%
4837,1315,0.00000350296030655487%
1462,1316,0.00000350429164238143%
1929,1317,0.00000350532070146221%
3327,1318,0.00000350976138832844%
3815,1319,0.00000351019077301747%
4996,1320,0.00000351041020087808%
4108,1321,0.00000351176300586273%
401,1322,0.00000351612196313653%
2601,1323,0.00000351880800005312%
1763,1324,0.00000352199771282580%
3397,1325,0.00000352447572896562%
2039,1326,0.00000352802788620492%
2992,1327,0.00000353000442788168%
4126,1328,0.00000353068340812979%
2693,1329,0.00000353078627564271%
1271,1330,0.00000353911566227601%
2231,1331,0.00000353940756344226%
1814,1332,0.00000354249565643633%
2478,1333,0.00000354258312567115%
840,1334,0.00000354315453615318%
2067,1335,0.00000354562569886348%
515,1336,0.00000354719289064566%
1894,1337,0.00000355277526601822%
2524,1338,0.00000355323515595078%
1593,1339,0.00000355412591211243%
1722,1340,0.00000355501318335687%
991,1341,0.00000355649213468663%
3203,1342,0.00000355678854255529%
1251,1343,0.00000355737561466268%
1891,1344,0.00000356485552613390%
2758,1345,0.00000356511080700876%
3693,1346,0.00000357750427804966%
1758,1347,0.00000358228541909795%
35,1348,0.00000358277971688952%
708,1349,0.00000358399702628568%
3474,1350,0.00000358736717833694%
2001,1351,0.00000359236567756063%
3055,1352,0.00000359700368139873%
4912,1353,0.00000360082243137029%
1585,1354,0.00000360265339697766%
2812,1355,0.00000360555584806504%
4311,1356,0.00000360653228930616%
2084,1357,0.00000360845820413973%
428,1358,0.00000361064348447852%
311,1359,0.00000361352550113928%
3589,1360,0.00000361478122849122%
113,1361,0.00000361893530042426%
1062,1362,0.00000361925470301821%
634,1363,0.00000362562919852039%
661,1364,0.00000362715790330841%
4478,1365,0.00000363481700160876%
1601,1366,0.00000363626858645842%
261,1367,0.00000363673079244641%
3193,1368,0.00000364312590011955%
359,1369,0.00000364472390885239%
4227,1370,0.00000365142161926951%
3054,1371,0.00000365272458484213%
1806,1372,0.00000365411657782610%
596,1373,0.00000365584048635820%
2631,1374,0.00000365871969579377%
1292,1375,0.00000366112162134375%
4377,1376,0.00000366181954443834%
882,1377,0.00000366449032516403%
3519,1378,0.00000366514273217918%
215,1379,0.00000366746138381271%
4457,1380,0.00000367334918226015%
2058,1381,0.00000367406842233961%
4414,1382,0.00000368102675548598%
2431,1383,0.00000368236942612652%
3304,1384,0.00000368636707023039%
4626,1385,0.00000368890777179167%
4524,1386,0.00000369060123284531%
4600,1387,0.00000369666619944089%
3329,1388,0.00000370206935401139%
4041,1389,0.00000370222614791088%
2307,1390,0.00000370441716194884%
4342,1391,0.00000371468613002705%
961,1392,0.00000371841964605548%
92,1393,0.00000372022578840184%
2979,1394,0.00000372280376477508%
4409,1395,0.00000372434828002886%
1934,1396,0.00000372709717218252%
3552,1397,0.00000372848302804751%
3983,1398,0.00000373375908006329%
4405,1399,0.00000373465903718187%
4903,1400,0.00000375110037146972%
4863,1401,0.00000375148894918355%
3772,1402,0.00000376305997667778%
4801,1403,0.00000376700373563063%
3340,1404,0.00000377013158507334%
3133,1405,0.00000377624234660170%
4034,1406,0.00000378166652725012%
3154,1407,0.00000378224399791135%
1916,1408,0.00000378501302307535%
4393,1409,0.00000378648076811819%
1781,1410,0.00000378770169349140%
440,1411,0.00000379425097833792%
2617,1412,0.00000379503511555723%
946,1413,0.00000380018305780735%
1494,1414,0.00000380109754408055%
2364,1415,0.00000380170720195481%
1026,1416,0.00000380320136061167%
4850,1417,0.00000380978654650058%
3194,1418,0.00000381336238110045%
3699,1419,0.00000381394884223424%
4678,1420,0.00000382261386319299%
1452,1421,0.00000382262382290962%
2765,1422,0.00000382925126176237%
4597,1423,0.00000383084825318542%
1361,1424,0.00000383150863959113%
192,1425,0.00000383327382974754%
3708,1426,0.00000383439520180980%
3107,1427,0.00000383783544461564%
4442,1428,0.00000383905022931827%
2756,1429,0.00000384603278671556%
3086,1430,0.00000384909280794869%
3394,1431,0.00000385215109039628%
1221,1432,0.00000385633258623219%
93,1433,0.00000386225021184800%
2446,1434,0.00000386269096557150%
91,1435,0.00000386440934513797%
1421,1436,0.00000386572898067247%
3583,1437,0.00000386646328360720%
2456,1438,0.00000386715221996038%
3069,1439,0.00000387092532343664%
4150,1440,0.00000387276995053390%
1230,1441,0.00000388603717247638%
4384,1442,0.00000388609184411713%
1288,1443,0.00000388747550992431%
4044,1444,0.00000388818582800466%
3125,1445,0.00000388834486487941%
270,1446,0.00000388877393684813%
1340,1447,0.00000389222051728886%
4356,1448,0.00000389391765990761%
3756,1449,0.00000389575102422117%
2952,1450,0.00000389786911856684%
2772,1451,0.00000389903456402086%
3422,1452,0.00000390088450540258%
1844,1453,0.00000390624616002370%
3675,1454,0.00000390682009440953%
2970,1455,0.00000390709146938585%
4420,1456,0.00000390805696312524%
3333,1457,0.00000390829015184439%
1140,1458,0.00000391164492620964%
3469,1459,0.00000391423517872537%
4419,1460,0.00000391511632705607%
2874,1461,0.00000391612375716169%
4451,1462,0.00000392727642769470%
1071,1463,0.00000392850872566465%
3362,1464,0.00000392873332621964%
2303,1465,0.00000393127444994228%
2262,1466,0.00000393407741020493%
2449,1467,0.00000393828722215441%
4352,1468,0.00000394138474640727%
2454,1469,0.00000394169369811525%
3011,1470,0.00000394454070040318%
4787,1471,0.00000394551052963721%
519,1472,0.00000394557504622639%
4448,1473,0.00000394684687412727%
1351,1474,0.00000395196130348585%
1583,1475,0.00000395411407666416%
2674,1476,0.00000395645847264413%
2004,1477,0.00000396134245259259%
3760,1478,0.00000396679665723590%
3544,1479,0.00000396997281930160%
4092,1480,0.00000397048754608311%
380,1481,0.00000397690925553442%
1138,1482,0.00000397861294347309%
2954,1483,0.00000397944672581915%
2700,1484,0.00000398095388295468%
2885,1485,0.00000398209484270624%
527,1486,0.00000398784405103884%
4203,1487,0.00000398950861845035%
1319,1488,0.00000399268687180096%
260,1489,0.00000399602615136150%
3969,1490,0.00000399838186082180%
1136,1491,0.00000401282056196056%
2141,1492,0.00000401750030114460%
2594,1493,0.00000401841100782183%
1951,1494,0.00000401974129315336%
151,1495,0.00000402443789196025%
4290,1496,0.00000402529005170200%
718,1497,0.00000402541336787294%
2550,1498,0.00000402686800975566%
1720,1499,0.00000402942541946672%
400,1500,0.00000403005221219464%
3075,1501,0.00000403125562425525%
2174,1502,0.00000403443622873780%
2021,1503,0.00000404201441447968%
9,1504,0.00000404366800808549%
932,1505,0.00000404506736950752%
1561,1506,0.00000404540749263557%
4159,1507,0.00000404939642578134%
2254,1508,0.00000404983888003308%
3313,1509,0.00000405028444641594%
2680,1510,0.00000405228650261571%
4958,1511,0.00000405566465003089%
2641,1512,0.00000405616234284508%
1350,1513,0.00000405791333209611%
3456,1514,0.00000406072052266667%
1014,1515,0.00000406406489074765%
4433,1516,0.00000406424710767383%
731,1517,0.00000407171445567700%
174,1518,0.00000407186133642333%
1698,1519,0.00000408328492810619%
219,1520,0.00000408886494389910%
3761,1521,0.00000409301341476582%
545,1522,0.00000409568698643983%
180,1523,0.00000410136227989039%
1382,1524,0.00000410775988356592%
3621,1525,0.00000411174622752623%
4339,1526,0.00000411211466262970%
1194,1527,0.00000411662229130153%
42,1528,0.00000411711179376839%
202,1529,0.00000412119396196375%
3426,1530,0.00000412386947323653%
4758,1531,0.00000412444073566729%
3910,1532,0.00000412537542336871%
2287,1533,0.00000412715869214136%
1316,1534,0.00000412734247115225%
2822,1535,0.00000412800686718049%
4143,1536,0.00000412944827525675%
3034,1537,0.00000413123531424819%
1777,1538,0.00000413644576644532%
3201,1539,0.00000413857329051740%
4132,1540,0.00000414142846587578%
351,1541,0.00000414176306004059%
2880,1542,0.00000414367978125538%
331,1543,0.00000414454890532918%
4700,1544,0.00000414722876715869%
2618,1545,0.00000414944669970401%
3594,1546,0.00000414986073685101%
1086,1547,0.00000415116585670927%
2079,1548,0.00000415309769743519%
4135,1549,0.00000415385051876588%
3713,1550,0.00000415424686741057%
1537,1551,0.00000415702370628880%
1174,1552,0.00000415935919215739%
4163,1553,0.00000415996556588910%
774,1554,0.00000416069713323793%
4870,1555,0.00000416525552772033%
956,1556,0.00000416625247780326%
2327,1557,0.00000416775231334306%
366,1558,0.00000416844031678847%
2229,1559,0.00000417341856673591%
1762,1560,0.00000417361744746255%
2697,1561,0.00000417552203284136%
4080,1562,0.00000417674494544983%
4194,1563,0.00000417893480175250%
4574,1564,0.00000418704905802992%
3691,1565,0.00000418850429222222%
911,1566,0.00000419366608346501%
3372,1567,0.00000419431733892028%
1536,1568,0.00000419482039675325%
2761,1569,0.00000419625347295518%
4930,1570,0.00000420103197419691%
4533,1571,0.00000420143781512500%
3110,1572,0.00000420324025691537%
1129,1573,0.00000420884582936758%
4158,1574,0.00000421091802727733%
3677,1575,0.00000421514098789484%
1574,1576,0.00000421554881970451%
2356,1577,0.00000422069907134747%
2917,1578,0.00000422352828708108%
4469,1579,0.00000422359401333851%
116,1580,0.00000422753371053781%
3734,1581,0.00000423019186000248%
3611,1582,0.00000423080130186162%
493,1583,0.00000423145120522571%
861,1584,0.00000423257026649978%
1045,1585,0.00000423461914972866%
3129,1586,0.00000423922060642541%
344,1587,0.00000424028592716080%
4249,1588,0.00000424042246981842%
3481,1589,0.00000424409730040180%
3002,1590,0.00000424459522514940%
3661,1591,0.00000424706944857171%
1995,1592,0.00000424824047772513%
4808,1593,0.00000424928331863198%
1569,1594,0.00000425096681644835%
4879,1595,0.00000425443003095257%
4545,1596,0.00000425616504697117%
533,1597,0.00000426042965443366%
3602,1598,0.00000426063916189167%
1475,1599,0.00000426709761877679%
287,1600,0.00000426736992858523%
3540,1601,0.00000427110552410654%
2078,1602,0.00000427860869411804%
4490,1603,0.00000428609753611860%
3004,1604,0.00000429614777352239%
936,1605,0.00000429688781884192%
743,1606,0.00000430446275468573%
3156,1607,0.00000431075204940813%
3236,1608,0.00000431095180013776%
2101,1609,0.00000431135970429928%
3905,1610,0.00000431414324674888%
1375,1611,0.00000431472560470174%
2606,1612,0.00000431717687522850%
3121,1613,0.00000432041846307483%
2721,1614,0.00000432133749255235%
3597,1615,0.00000432247267625749%
1689,1616,0.00000432703119136893%
4127,1617,0.00000432867314938197%
1173,1618,0.00000433144494620381%
2401,1619,0.00000433329032760932%
4379,1620,0.00000433452411503458%
4489,1621,0.00000433591029766286%
2388,1622,0.00000433603543550912%
3020,1623,0.00000433862471071815%
1930,1624,0.00000433979943757759%
4677,1625,0.00000434174034564537%
3759,1626,0.00000434554701878337%
4653,1627,0.00000434657481489386%
1790,1628,0.00000435197824770456%
378,1629,0.00000435762162682921%
4992,1630,0.00000436015656165771%
4331,1631,0.00000436301816970584%
4891,1632,0.00000436588341728238%
3671,1633,0.00000436701797775635%
3924,1634,0.00000436988612844202%
4402,1635,0.00000437445933011734%
4183,1636,0.00000437465732643824%
1066,1637,0.00000437480310720415%
4688,1638,0.00000437602488929311%
649,1639,0.00000438383324761122%
3417,1640,0.00000438525287382116%
436,1641,0.00000438576819307274%
2543,1642,0.00000439385462493053%
1714,1643,0.00000439637076411750%
1517,1644,0.00000439729069181602%
4404,1645,0.00000440497106069714%
390,1646,0.00000440551144537887%
1519,1647,0.00000441404952533636%
3955,1648,0.00000442299811950994%
574,1649,0.00000442539583745881%
4824,1650,0.00000442686090056197%
1525,1651,0.00000442885967984703%
3946,1652,0.00000443091410440148%
3017,1653,0.00000443188953587308%
820,1654,0.00000443655370748133%
2722,1655,0.00000444037728040671%
394,1656,0.00000444267058396694%
1380,1657,0.00000444839006914402%
4973,1658,0.00000445094103195419%
2234,1659,0.00000445219555344839%
3174,1660,0.00000445635826861834%
1562,1661,0.00000446374236020412%
423,1662,0.00000446392184829156%
1151,1663,0.00000446464370302706%
2169,1664,0.00000446605967702011%
3601,1665,0.00000446907172880144%
832,1666,0.00000446949611777959%
2099,1667,0.00000447332906366610%
1175,1668,0.00000447518173507130%
1857,1669,0.00000447750689092364%
1315,1670,0.00000448668806894071%
4474,1671,0.00000449071152917363%
2551,1672,0.00000449456072862553%
4784,1673,0.00000450459445130563%
2113,1674,0.00000450515445765819%
3090,1675,0.00000450574161223209%
3968,1676,0.00000451070645621694%
403,1677,0.00000451125334564943%
4242,1678,0.00000451146753422913%
3513,1679,0.00000451168005693153%
1889,1680,0.00000451728556911313%
819,1681,0.00000452207401117132%
4027,1682,0.00000452813531398980%
2325,1683,0.00000453506081562543%
3290,1684,0.00000453825163240813%
3865,1685,0.00000454227147824109%
4861,1686,0.00000454293624440392%
4593,1687,0.00000454588838278202%
564,1688,0.00000454787004381351%
1089,1689,0.00000455169874305410%
3416,1690,0.00000455825416685641%
4333,1691,0.00000456228398320440%
3828,1692,0.00000456494340289088%
3084,1693,0.00000456555248305600%
407,1694,0.00000456761185419400%
3097,1695,0.00000456956498609773%
2842,1696,0.00000456974679490582%
4218,1697,0.00000458228509072425%
376,1698,0.00000458401549638572%
2323,1699,0.00000458917694921627%
4434,1700,0.00000459115144311639%
927,1701,0.00000459193318781408%
2746,1702,0.00000460093246896370%
4028,1703,0.00000460446110233002%
2636,1704,0.00000460732883246455%
112,1705,0.00000460754756042430%
221,1706,0.00000461139917746192%
1260,1707,0.00000461283227125354%
3906,1708,0.00000461585111313884%
3951,1709,0.00000461702734296785%
1973,1710,0.00000461703005416454%
1799,1711,0.00000462394009346257%
2696,1712,0.00000462947258697273%
4444,1713,0.00000463181702059636%
477,1714,0.00000463304408650258%
1712,1715,0.00000463436366198890%
2647,1716,0.00000463576185825753%
333,1717,0.00000463722395283004%
2219,1718,0.00000463953579550086%
2977,1719,0.00000464165331632558%
4969,1720,0.00000464646834921280%
2014,1721,0.00000465019834507058%
2018,1722,0.00000465311411555475%
